,0
0,0.2843244969844818
1,0.24423767626285553
2,0.2590510845184326
3,0.29772138595581055
4,0.2602704167366028
5,0.24728864431381226
6,0.2877386212348938
7,0.24639177322387695
8,0.28560906648635864
9,0.24910521507263184
10,0.26154714822769165
11,0.2316819727420807
12,0.31693369150161743
13,0.2402055561542511
14,0.25247713923454285
15,0.2703492343425751
16,0.2985362410545349
17,0.2793325185775757
18,0.28626248240470886
19,0.29706254601478577
20,0.2596694231033325
21,0.3084438443183899
22,0.29976969957351685
23,0.24980641901493073
24,0.27190709114074707
25,0.25188499689102173
26,0.2699984908103943
27,0.2596026360988617
28,0.3130207061767578
29,0.2361833155155182
30,0.2448204755783081
31,0.22976355254650116
32,0.23727592825889587
33,0.3126808702945709
34,0.286766916513443
35,0.24025042355060577
36,0.31205078959465027
37,0.2416267842054367
38,0.25374022126197815
39,0.25919345021247864
40,0.3208111822605133
41,0.3270231783390045
42,0.25818490982055664
43,0.2513898015022278
44,0.2537669241428375
45,0.2670098543167114
46,0.23725563287734985
47,0.2117605209350586
48,0.2856842279434204
49,0.19828742742538452
50,0.20846103131771088
51,0.2242024689912796
52,0.25694888830184937
53,0.3030153810977936
54,0.35440507531166077
55,0.34548962116241455
56,0.33807632327079773
57,0.2440694123506546
58,0.2183336317539215
59,0.24342229962348938
60,0.27681058645248413
61,0.3157167434692383
62,0.289888858795166
63,0.2735050916671753
64,0.2532598078250885
65,0.2831926643848419
66,0.3288147449493408
67,0.2685886323451996
68,0.25510522723197937
69,0.30129560828208923
70,0.2468511164188385
71,0.25513383746147156
72,0.22441941499710083
73,0.3056800365447998
74,0.3797844648361206
75,0.34547749161720276
76,0.28364288806915283
77,0.2535713315010071
78,0.2551978528499603
79,0.27267348766326904
80,0.2590871751308441
81,0.2901940941810608
82,0.27270060777664185
83,0.21990972757339478
84,0.2429823875427246
85,0.30369725823402405
86,0.26137709617614746
87,0.25601914525032043
88,0.34617894887924194
89,0.2824806869029999
90,0.2581225633621216
91,0.26947009563446045
92,0.28311774134635925
93,0.1966029703617096
94,0.2659216523170471
95,0.25895655155181885
96,0.22702112793922424
97,0.2700593173503876
98,0.21152688562870026
99,0.29981404542922974
100,0.21821390092372894
101,0.23087924718856812
102,0.23852282762527466
103,0.2690279483795166
104,0.20096518099308014
105,0.24359947443008423
106,0.2893170416355133
107,0.23098301887512207
108,0.26980751752853394
109,0.2277488261461258
110,0.23411621153354645
111,0.29817962646484375
112,0.27567291259765625
113,0.27243784070014954
114,0.2563337981700897
115,0.34516847133636475
116,0.28848937153816223
117,0.22837041318416595
118,0.28681322932243347
119,0.28916963934898376
120,0.2701250910758972
121,0.24664129316806793
122,0.2751731872558594
123,0.33276456594467163
124,0.22045651078224182
125,0.23843374848365784
126,0.3146408200263977
127,0.29876279830932617
128,0.24901574850082397
129,0.2767941653728485
130,0.24060148000717163
131,0.2615808844566345
132,0.29577505588531494
133,0.24802681803703308
134,0.3133973777294159
135,0.2625053822994232
136,0.26878565549850464
137,0.27360275387763977
138,0.30710649490356445
139,0.29996931552886963
140,0.2708185017108917
141,0.2521706223487854
142,0.2831636369228363
143,0.2679821848869324
144,0.27830708026885986
145,0.22054153680801392
146,0.27330338954925537
147,0.2692471742630005
148,0.2717743217945099
149,0.3010692894458771
150,0.257427841424942
151,0.26028186082839966
152,0.2715528607368469
153,0.22174154222011566
154,0.2398681640625
155,0.32845908403396606
156,0.2810540497303009
157,0.2692743241786957
158,0.2653500735759735
159,0.2564448416233063
160,0.2566094994544983
161,0.2757754623889923
162,0.26256775856018066
163,0.2641999125480652
164,0.2858811318874359
165,0.30183491110801697
166,0.2653689384460449
167,0.31037402153015137
168,0.24736535549163818
169,0.2671712040901184
170,0.2647010087966919
171,0.278534471988678
172,0.26979976892471313
173,0.24893230199813843
174,0.31309711933135986
175,0.2276270091533661
176,0.2638644576072693
177,0.2890566289424896
178,0.2247084230184555
179,0.22347062826156616
180,0.2869740426540375
181,0.31202438473701477
182,0.2651214301586151
183,0.25270015001296997
184,0.2811247408390045
185,0.2774953246116638
186,0.30537885427474976
187,0.3029777407646179
188,0.23825731873512268
189,0.24196915328502655
190,0.2662867307662964
191,0.24564240872859955
192,0.26004481315612793
193,0.325775682926178
194,0.22814953327178955
195,0.2776084244251251
196,0.2980327010154724
197,0.2674514055252075
198,0.27592116594314575
199,0.23322196304798126
200,0.31095969676971436
201,0.2141357660293579
202,0.29335886240005493
203,0.2509908080101013
204,0.3088840842247009
205,0.24193158745765686
206,0.2571479082107544
207,0.3068252503871918
208,0.23336224257946014
209,0.27338701486587524
210,0.22632311284542084
211,0.22821614146232605
212,0.20562492311000824
213,0.2702992260456085
214,0.29801756143569946
215,0.248591348528862
216,0.2762981355190277
217,0.24652205407619476
218,0.280708909034729
219,0.2735562026500702
220,0.26045167446136475
221,0.2579537034034729
222,0.21874378621578217
223,0.24391180276870728
224,0.28039222955703735
225,0.29466912150382996
226,0.2572498023509979
227,0.24952538311481476
228,0.27132469415664673
229,0.2894333004951477
230,0.23753339052200317
231,0.2537924349308014
232,0.18686692416667938
233,0.31750601530075073
234,0.2756321430206299
235,0.30669480562210083
236,0.33386003971099854
237,0.2328418344259262
238,0.2330578863620758
239,0.21359363198280334
240,0.23959000408649445
241,0.24363434314727783
242,0.25384485721588135
243,0.3152230381965637
244,0.3126443922519684
245,0.30206015706062317
246,0.21520963311195374
247,0.3344767689704895
248,0.2642223834991455
249,0.3247224688529968
250,0.236039936542511
251,0.3496163785457611
252,0.2744171619415283
253,0.26195573806762695
254,0.3121962249279022
255,0.2808850407600403
256,0.23725491762161255
257,0.2779916524887085
258,0.2669143080711365
259,0.30593088269233704
260,0.24943500757217407
261,0.24262307584285736
262,0.2601073682308197
263,0.3187148869037628
264,0.23373696208000183
265,0.27667245268821716
266,0.270809531211853
267,0.21097290515899658
268,0.23995816707611084
269,0.24935021996498108
270,0.27431824803352356
271,0.33784019947052
272,0.2344270646572113
273,0.24255810678005219
274,0.26695066690444946
275,0.2620996832847595
276,0.2385699450969696
277,0.24018166959285736
278,0.2967570126056671
279,0.26282137632369995
280,0.24361060559749603
281,0.2641105055809021
282,0.2666398286819458
283,0.2695646286010742
284,0.316405326128006
285,0.26824790239334106
286,0.2838306725025177
287,0.2665615975856781
288,0.27747637033462524
289,0.17646951973438263
290,0.24431662261486053
291,0.24992124736309052
292,0.24684026837348938
293,0.287021279335022
294,0.26555657386779785
295,0.2609863579273224
296,0.25365185737609863
297,0.26185715198516846
298,0.26857367157936096
299,0.2593283951282501
300,0.2563875913619995
301,0.21021977066993713
302,0.27026647329330444
303,0.2903010845184326
304,0.2504483163356781
305,0.3007376492023468
306,0.32131585478782654
307,0.23823383450508118
308,0.28104686737060547
309,0.28076815605163574
310,0.27760049700737
311,0.25723662972450256
312,0.2567233443260193
313,0.28228387236595154
314,0.25702130794525146
315,0.3054223358631134
316,0.26021140813827515
317,0.24578198790550232
318,0.251325398683548
319,0.2727721631526947
