,Parameters,Final loss,Train time,NDCG,HR,Final Loss
0,"NeuMF_pt: batch_size=256 learning_rate=0.0001 layer_sizes=[32, 16, 8] n_factors=16",,1618.2275995,0.699500478127911,0.6542948038176034,0.2277602255344391
