,0
0,0.163446843624115
1,0.19568540155887604
2,0.20872917771339417
3,0.15865863859653473
4,0.17926090955734253
5,0.18196481466293335
6,0.20627771317958832
7,0.12101683765649796
8,0.1750790774822235
9,0.18022799491882324
10,0.18502552807331085
11,0.1219392940402031
12,0.18077534437179565
13,0.14451242983341217
14,0.13589975237846375
15,0.18763111531734467
16,0.2196921408176422
17,0.15851466357707977
18,0.15522100031375885
19,0.1800784468650818
20,0.1757383495569229
21,0.20487093925476074
22,0.1799541413784027
23,0.18012602627277374
24,0.17938005924224854
25,0.17687784135341644
26,0.21776580810546875
27,0.1497509479522705
28,0.20634286105632782
29,0.20204795897006989
30,0.13572059571743011
31,0.1482301652431488
32,0.13450822234153748
33,0.2110995650291443
34,0.2111242413520813
35,0.14161346852779388
36,0.20401418209075928
37,0.13277824223041534
38,0.1486116498708725
39,0.17754223942756653
40,0.19080853462219238
41,0.22111022472381592
42,0.20122089982032776
43,0.18104827404022217
44,0.15266524255275726
45,0.1930687129497528
46,0.19887465238571167
47,0.18875117599964142
48,0.19367149472236633
49,0.16936416923999786
50,0.1429687738418579
51,0.18971455097198486
52,0.16430139541625977
53,0.20396952331066132
54,0.21200260519981384
55,0.21903879940509796
56,0.21221527457237244
57,0.19517549872398376
58,0.16951480507850647
59,0.12121894210577011
60,0.1699104905128479
61,0.20231172442436218
62,0.1731644570827484
63,0.13804666697978973
64,0.14893020689487457
65,0.20808188617229462
66,0.24878616631031036
67,0.14514806866645813
68,0.1453446000814438
69,0.17582812905311584
70,0.14838193356990814
71,0.19349229335784912
72,0.15772223472595215
73,0.1763342320919037
74,0.23230880498886108
75,0.2134617567062378
76,0.20188599824905396
77,0.1677854359149933
78,0.144273579120636
79,0.12521147727966309
80,0.1638566255569458
81,0.151186004281044
82,0.24521562457084656
83,0.1423809677362442
84,0.17508825659751892
85,0.2636250853538513
86,0.13811177015304565
87,0.18334078788757324
88,0.21095141768455505
89,0.15577898919582367
90,0.182733416557312
91,0.19109909236431122
92,0.20300570130348206
93,0.1487823724746704
94,0.18669603765010834
95,0.1837535947561264
96,0.19136454164981842
97,0.17816463112831116
98,0.1655626893043518
99,0.17294219136238098
100,0.20965489745140076
101,0.22005349397659302
102,0.18681550025939941
103,0.18464739620685577
104,0.19758175313472748
105,0.18207907676696777
106,0.15709349513053894
107,0.17654843628406525
108,0.20357191562652588
109,0.1353786140680313
110,0.14305174350738525
111,0.19622786343097687
112,0.21406517922878265
113,0.15645401179790497
114,0.19967234134674072
115,0.17609505355358124
116,0.2104848027229309
117,0.1482120156288147
118,0.19482316076755524
119,0.17964057624340057
120,0.15502776205539703
121,0.1486501842737198
122,0.16742756962776184
123,0.17591771483421326
124,0.1484711468219757
125,0.19316227734088898
126,0.1806320995092392
127,0.24141274392604828
128,0.1830269694328308
129,0.2186887413263321
130,0.14929065108299255
131,0.14652305841445923
132,0.1775621920824051
133,0.16483400762081146
134,0.21470686793327332
135,0.17917905747890472
136,0.13606210052967072
137,0.21321052312850952
138,0.20944833755493164
139,0.20757673680782318
140,0.19940179586410522
141,0.20367008447647095
142,0.2049912065267563
143,0.19749781489372253
144,0.17740660905838013
145,0.21915951371192932
146,0.194644957780838
147,0.18458326160907745
148,0.20557443797588348
149,0.14833520352840424
150,0.18191567063331604
151,0.19601498544216156
152,0.1907597929239273
153,0.1938800811767578
154,0.15305815637111664
155,0.22290769219398499
156,0.18035729229450226
157,0.1519985944032669
158,0.18486443161964417
159,0.14986222982406616
160,0.18886831402778625
161,0.23071642220020294
162,0.22943420708179474
163,0.16440315544605255
164,0.23420408368110657
165,0.2313043624162674
166,0.15163202583789825
167,0.2195368856191635
168,0.1856524795293808
169,0.16004495322704315
170,0.19417741894721985
171,0.1578371822834015
172,0.16638588905334473
173,0.1991223692893982
174,0.16940248012542725
175,0.19541731476783752
176,0.18632347881793976
177,0.17544637620449066
178,0.1785966455936432
179,0.16164463758468628
180,0.21338078379631042
181,0.17582035064697266
182,0.17688854038715363
183,0.20231397449970245
184,0.15543115139007568
185,0.21654433012008667
186,0.19908691942691803
187,0.19427701830863953
188,0.2074316442012787
189,0.15492355823516846
190,0.16585613787174225
191,0.146036759018898
192,0.19849982857704163
193,0.19357863068580627
194,0.15760821104049683
195,0.192459836602211
196,0.19986599683761597
197,0.1903187483549118
198,0.21177414059638977
199,0.18610790371894836
200,0.17300403118133545
201,0.17751148343086243
202,0.2295185923576355
203,0.18863773345947266
204,0.19446252286434174
205,0.14659759402275085
206,0.22870762646198273
207,0.21664179861545563
208,0.16765794157981873
209,0.1790466159582138
210,0.14649689197540283
211,0.18070779740810394
212,0.18778806924819946
213,0.18707820773124695
214,0.1831486076116562
215,0.15406998991966248
216,0.1979963332414627
217,0.20755717158317566
218,0.18417346477508545
219,0.21142444014549255
220,0.1915387064218521
221,0.1847635954618454
222,0.17851459980010986
223,0.1694917529821396
224,0.286173552274704
225,0.1839073747396469
226,0.21352389454841614
227,0.15800751745700836
228,0.20160409808158875
229,0.19077527523040771
230,0.16598094999790192
231,0.18104654550552368
232,0.15006163716316223
233,0.23803319036960602
234,0.19301560521125793
235,0.17521800100803375
236,0.24289795756340027
237,0.19886241853237152
238,0.14465700089931488
239,0.17350508272647858
240,0.15931373834609985
241,0.17206111550331116
242,0.16484691202640533
243,0.19560328125953674
244,0.24556803703308105
245,0.16094166040420532
246,0.12669777870178223
247,0.18858271837234497
248,0.15924784541130066
249,0.21059642732143402
250,0.20662900805473328
251,0.26056599617004395
252,0.18055732548236847
253,0.2010469287633896
254,0.20882010459899902
255,0.17053064703941345
256,0.16097886860370636
257,0.18941457569599152
258,0.17729637026786804
259,0.22050073742866516
260,0.13557502627372742
261,0.2225164771080017
262,0.1692834049463272
263,0.21649287641048431
264,0.16821226477622986
265,0.15446066856384277
266,0.19605524837970734
267,0.21620018780231476
268,0.18244589865207672
269,0.1676553189754486
270,0.2118835300207138
271,0.20947039127349854
272,0.18160618841648102
273,0.17020323872566223
274,0.17799250781536102
275,0.14895771443843842
276,0.13940516114234924
277,0.22710967063903809
278,0.17585299909114838
279,0.18952754139900208
280,0.18380865454673767
281,0.18591058254241943
282,0.1605408489704132
283,0.26010215282440186
284,0.15793892741203308
285,0.1973486691713333
286,0.18835723400115967
287,0.20223136246204376
288,0.2034522294998169
289,0.17622089385986328
290,0.1556595414876938
291,0.2119082659482956
292,0.12675093114376068
293,0.18752522766590118
294,0.20584410429000854
295,0.19389694929122925
296,0.19709469377994537
297,0.1904827505350113
298,0.1877044439315796
299,0.18400101363658905
300,0.17670778930187225
301,0.19743525981903076
302,0.17436741292476654
303,0.17413052916526794
304,0.15887250006198883
305,0.18794097006320953
306,0.13841214776039124
307,0.1734415739774704
308,0.18170121312141418
309,0.16600295901298523
310,0.18953298032283783
311,0.14413173496723175
312,0.19463567435741425
313,0.1406392753124237
314,0.2240811586380005
315,0.22223936021327972
316,0.18306685984134674
317,0.20911692082881927
318,0.2037499099969864
319,0.17228423058986664
320,0.1552579700946808
321,0.19220125675201416
322,0.186989426612854
323,0.17310437560081482
324,0.23472735285758972
325,0.22107651829719543
326,0.16343660652637482
327,0.17343607544898987
328,0.21907562017440796
329,0.15165364742279053
330,0.1714600920677185
331,0.19451649487018585
332,0.2107238471508026
333,0.19823294878005981
334,0.20799416303634644
335,0.23089715838432312
336,0.17820268869400024
337,0.2075110822916031
338,0.19920280575752258
339,0.1991230547428131
340,0.24199572205543518
341,0.17163747549057007
342,0.25345706939697266
343,0.18419715762138367
344,0.19116385281085968
345,0.16879315674304962
346,0.188705712556839
347,0.19442135095596313
348,0.18978829681873322
349,0.1491987258195877
350,0.22553181648254395
351,0.15954788029193878
352,0.14957720041275024
353,0.20833145081996918
354,0.1711144894361496
355,0.13680362701416016
356,0.1447165310382843
